user_id,movie_id,rating,timestamp,rating_normalized
40,976,4,978041189,0.75
40,1017,3,978039693,0.5
40,1073,5,978039629,1.0
40,1085,5,978039693,1.0
40,1127,4,978039584,0.75
40,1129,3,978039819,0.5
40,1196,4,978039557,0.75
40,1197,4,978039557,0.75
40,1198,5,978039514,1.0
40,1204,5,978039514,1.0
40,1208,4,978041091,0.75
40,1210,3,978039301,0.5
40,1242,4,978041122,0.75
40,1254,4,978039557,0.75
40,1262,5,978039514,1.0
40,1272,5,978041122,1.0
40,1287,5,978039584,1.0
40,1291,5,978039584,1.0
40,1294,4,978041091,0.75
40,1374,3,978039753,0.5
40,1375,4,978039922,0.75
40,1376,4,978039795,0.75
40,1391,3,978041342,0.5
40,1580,3,978039714,0.5
40,1676,2,978041312,0.25
40,1927,4,978041037,0.75
40,2013,1,978039958,0.0
40,2054,2,978039891,0.25
40,2088,2,978040828,0.25
40,2094,2,978040023,0.25
40,2105,3,978039891,0.5
40,2115,5,978039753,1.0
40,2161,4,978039850,0.75
40,2202,5,978041152,1.0
40,2287,5,978041250,1.0
40,2366,3,978039557,0.5
40,2402,2,978041370,0.25
40,2406,4,978039753,0.75
40,2414,3,978039795,0.5
40,2430,5,978039753,1.0
40,2471,4,978040828,0.75
40,2524,2,978039263,0.25
40,2537,1,978040922,0.0
40,2662,4,978041189,0.75
40,2669,3,978041224,0.5
40,2748,3,978040922,0.5
40,2815,1,978041370,0.0
40,2816,1,978041398,0.0
40,2817,1,978041398,0.0
40,2871,3,978039629,0.5
40,2941,3,978041279,0.5
40,2944,4,978041152,0.75
40,2968,4,978039629,0.75
40,2987,5,978039629,1.0
40,3062,4,978041224,0.75
40,3066,3,978041312,0.5
40,3196,4,978041064,0.75
40,3247,3,978039301,0.5
40,3269,2,978039988,0.25
40,3406,4,978041189,0.75
40,3412,3,978039891,0.5
40,3417,5,978039795,1.0
40,3441,2,978041342,0.25
40,3461,2,978039629,0.25
40,3519,2,978041312,0.25
40,3628,4,978041224,0.75
40,3643,4,978041279,0.75
40,3755,4,978039891,0.75
40,3836,3,978041189,0.5
40,3927,3,978039693,0.5
42,6,4,978040956,0.75
42,10,3,978041065,0.5
42,24,5,978040342,1.0
42,32,3,978039300,0.5
42,34,3,978041728,0.5
42,66,2,978039659,0.25
42,165,4,978041113,0.75
42,172,4,978040019,0.75
42,173,3,978040056,0.5
42,185,3,978039711,0.5
42,196,4,978040019,0.75
42,198,4,978039300,0.75
42,260,5,978039170,1.0
42,288,2,978041017,0.25
42,296,3,978041611,0.5
42,316,4,978039711,0.75
42,317,4,978041324,0.75
42,318,4,978041494,0.75
42,329,4,978039486,0.75
42,349,4,978040992,0.75
42,353,4,978040992,0.75
42,356,5,978039032,1.0
42,367,3,978041282,0.5
42,377,4,978040915,0.75
42,379,4,978039741,0.75
42,435,3,978040434,0.5
42,442,4,978040366,0.75
42,457,4,978040857,0.75
42,480,5,978039300,1.0
42,494,3,978041088,0.5
42,527,4,978041479,0.75
42,541,5,978039215,1.0
42,589,4,978039170,0.75
42,593,5,978041567,1.0
42,610,4,978039417,0.75
42,648,4,978041143,0.75
42,653,3,978041186,0.5
42,733,3,978040992,0.5
42,737,3,978040079,0.5
42,748,3,978039590,0.5
42,750,4,978039170,0.75
42,780,3,978039352,0.5
42,788,4,978040324,0.75
42,858,3,978040784,0.5
42,880,2,978040079,0.25
42,919,5,978041634,1.0
42,923,3,978041513,0.5
42,924,5,978040211,1.0
42,969,4,978040784,0.75
42,1019,4,978040259,0.75
42,1036,4,978040806,0.75
42,1037,3,978039711,0.5
42,1049,2,978041164,0.25
42,1073,4,978041282,0.75
42,1077,3,978039215,0.5
42,1079,4,978041747,0.75
42,1097,4,978039215,0.75
42,1101,4,978041017,0.75
42,1124,3,978039063,0.5
42,1127,5,978040232,1.0
42,1129,4,978039384,0.75
42,1193,3,978038981,0.5
42,1196,5,978040211,1.0
42,1197,4,978040806,0.75
42,1198,5,978040784,1.0
42,1200,5,978039266,1.0
42,1201,4,978040857,0.75
42,1206,3,978039300,0.5
42,1210,5,978039170,1.0
42,1214,5,978040211,1.0
42,1220,3,978041899,0.5
42,1221,3,978040784,0.5
42,1222,4,978040830,0.75
42,1240,5,978040211,1.0
42,1253,4,978039215,0.75
42,1257,5,978041859,1.0
42,1265,5,978041747,1.0
42,1270,5,978039170,1.0
42,1275,4,978040936,0.75
42,1287,4,978040857,0.75
42,1288,4,978039063,0.75
42,1291,4,978040830,0.75
42,1297,4,978041921,0.75
42,1301,4,978039215,0.75
42,1304,3,978041728,0.5
42,1307,3,978041777,0.5
42,1320,3,978039741,0.5
42,1356,4,978039266,0.75
42,1371,4,978040366,0.75
42,1372,4,978040305,0.75
42,1373,4,978039771,0.75
42,1374,5,978039300,1.0
42,1375,4,978039452,0.75
42,1376,4,978039266,0.75
42,1377,3,978041186,0.5
42,1387,5,978040784,1.0
42,1394,3,978041829,0.5
42,1396,4,978040305,0.75
42,1429,5,978040992,1.0
42,1518,4,978041143,0.75
42,1527,3,978039509,0.5
42,1544,3,978039680,0.5
42,1573,3,978040279,0.5
42,1580,3,978039384,0.5
42,1584,5,978040259,1.0
42,1590,3,978040019,0.5
42,1591,2,978039990,0.25
42,1608,3,978041223,0.5
42,1610,5,978040857,1.0
42,1653,3,978039324,0.5
42,1663,4,978041859,0.75
42,1779,3,978039680,0.5
42,1831,3,978040079,0.5
42,1876,4,978039619,0.75
42,1909,3,978039452,0.5
42,1917,3,978039566,0.5
42,1921,3,978039486,0.5
42,1924,1,978040469,0.0
42,1953,4,978040830,0.75
42,1954,3,978040875,0.5
42,1968,4,978041899,0.75
42,2000,3,978040894,0.5
42,2001,3,978040956,0.5
42,2003,3,978041960,0.5
42,2009,3,978039452,0.5
42,2011,4,978039542,0.75
42,2012,4,978039619,0.75
42,2013,3,978041164,0.5
42,2015,4,978041306,0.75
42,2021,4,978039352,0.75
42,2034,4,978039711,0.75
42,2058,3,978040936,0.5
42,2064,3,978041777,0.5
42,2094,4,978039741,0.75
42,2100,3,978041282,0.5
42,2105,5,978039509,1.0
42,2111,4,978041982,0.75
42,2115,3,978040992,0.5
42,2116,4,978039266,0.75
42,2117,3,978039659,0.5
42,2134,4,978041939,0.75
42,2140,3,978040305,0.5
42,2143,4,978041348,0.75
42,2144,3,978041960,0.5
42,2161,3,978041306,0.5
42,2174,4,978041282,0.75
42,2193,4,978041044,0.75
42,2273,4,978041223,0.75
42,2288,4,978039352,0.75
42,2311,5,978039590,1.0
42,2366,4,978040830,0.75
42,2371,4,978041996,0.75
42,2393,4,978039542,0.75
42,2403,4,978041223,0.75
42,2406,4,978041921,0.75
42,2407,4,978039486,0.75
42,2408,3,978040056,0.5
42,2423,4,978041899,0.75
42,2455,4,978039384,0.75
42,2456,3,978040056,0.5
42,2520,4,978039010,0.75
42,2527,5,978039542,1.0
42,2528,3,978039486,0.5
42,2529,5,978039352,1.0
42,2530,4,978039542,0.75
42,2533,4,978040366,0.75
42,2571,3,978039215,0.5
42,2628,5,978039063,1.0
42,2640,4,978039384,0.75
42,2641,4,978039590,0.75
42,2642,3,978040019,0.5
42,2662,4,978040259,0.75
42,2664,3,978039266,0.5
42,2681,4,978040706,0.75
42,2716,3,978041829,0.5
42,2797,3,978041282,0.5
42,2858,4,978041581,0.75
42,2872,3,978041282,0.5
42,2915,4,978041859,0.75
42,2916,3,978038981,0.5
42,2948,4,978040857,0.75
42,2949,4,978040857,0.75
42,2968,3,978039384,0.5
42,2985,5,978040259,1.0
42,2986,4,978039771,0.75
42,2989,3,978041044,0.5
42,2993,4,978040936,0.75
42,2997,4,978041531,0.75
42,3033,5,978039659,1.0
42,3070,3,978039452,0.5
42,3087,4,978041960,0.75
42,3095,2,978041634,0.25
42,3104,4,978040894,0.75
42,3114,4,978041513,0.75
42,3153,3,978041065,0.5
42,3175,5,978039324,1.0
42,3256,4,978041017,0.75
42,3269,3,978040723,0.5
42,3354,3,978040451,0.5
42,3359,3,978041634,0.5
42,3361,3,978041899,0.5
42,3421,4,978041747,0.75
42,3448,3,978041921,0.5
42,3471,5,978040211,1.0
42,3479,4,978041282,0.75
42,3519,4,978041065,0.75
42,3526,4,978041899,0.75
42,3527,4,978039215,0.75
42,3552,5,978041939,1.0
42,3555,4,978041017,0.75
42,3623,3,978041044,0.5
42,3638,5,978039543,1.0
42,3698,3,978040406,0.5
42,3699,3,978039215,0.5
42,3701,3,978039486,0.5
42,3702,5,978039384,1.0
42,3703,4,978039266,0.75
42,3704,3,978039509,0.5
42,3740,4,978041143,0.75
42,3745,4,978039486,0.75
42,3758,4,978040019,0.75
42,3763,4,978041017,0.75
42,3769,3,978041088,0.5
42,3770,4,978039619,0.75
42,3780,3,978040469,0.5
42,3793,4,978039324,0.75
42,3802,4,978040101,0.75
42,3807,4,978041223,0.75
42,3868,4,978041859,0.75
42,3927,5,978039418,1.0
42,3937,3,978039711,0.5
58,17,4,977937781,0.75
58,21,4,977935263,0.75
58,29,5,977934157,1.0
58,32,5,977934734,1.0
58,34,4,977937515,0.75
58,39,4,977940969,0.75
58,66,1,977942466,0.0
58,70,4,977935859,0.75
58,95,2,977936249,0.25
58,110,4,977935076,0.75
58,111,4,977936930,0.75
58,151,4,977938544,0.75
58,153,3,977936326,0.5
58,160,2,977942400,0.25
58,162,5,977937667,1.0
58,163,5,977935323,1.0
58,172,3,977942296,0.5
58,173,3,977942329,0.5
58,185,2,977942240,0.25
58,196,3,977942193,0.5
58,223,5,977938315,1.0
58,235,4,977938425,0.75
58,260,5,977936648,1.0
58,288,3,977935263,0.5
58,293,5,977938029,1.0
58,296,5,977936622,1.0
58,316,4,977942104,0.75
58,318,5,977936590,1.0
58,327,3,977942329,0.5
58,329,4,977936040,0.75
58,342,4,977941246,0.75
58,353,4,977935810,0.75
58,356,5,977941493,1.0
58,357,4,977940916,0.75
58,367,4,977941276,0.75
58,368,4,977936210,0.75
58,377,4,977935515,0.75
58,379,2,977936113,0.25
58,392,4,977938544,0.75
58,435,4,977942296,0.75
58,457,4,977937865,0.75
58,471,4,977938792,0.75
58,480,4,977935323,0.75
58,497,4,977940446,0.75
58,509,5,977938209,1.0
58,517,5,977936326,1.0
58,519,3,977942431,0.5
58,527,5,977936561,1.0
58,541,5,977936779,1.0
58,562,4,977938322,0.75
58,589,4,977935076,0.75
58,592,4,977935170,0.75
58,593,5,977936684,1.0
58,594,5,977937809,1.0
58,595,4,977940969,0.75
58,596,5,977938362,1.0
58,608,5,977936561,1.0
58,610,5,977935413,1.0
58,611,3,977942104,0.5
58,661,5,977939066,1.0
58,671,4,977942030,0.75
58,674,4,977942104,0.75
58,695,4,977940916,0.75
58,720,5,977937005,1.0
58,736,4,977936173,0.75
58,737,1,977942400,0.0
58,741,5,977938362,1.0
58,748,2,977936326,0.25
58,750,5,977936749,1.0
58,778,5,977937207,1.0
58,780,4,977942156,0.75
58,788,4,977942240,0.75
58,849,2,977942329,0.25
58,858,5,977934987,1.0
58,880,2,977942400,0.25
58,903,5,977937515,1.0
58,904,4,977936684,0.75
58,908,5,977936749,1.0
58,912,5,977936779,1.0
58,913,5,977936827,1.0
58,919,5,977936622,1.0
58,920,5,977937165,1.0
58,924,5,977941805,1.0
58,926,4,977937340,0.75
58,954,4,977936684,0.75
58,968,4,977939100,0.75
58,969,4,977935323,0.75
58,1010,3,977941734,0.5
58,1019,3,977941967,0.5
58,1022,5,977938976,1.0
58,1036,3,977935216,0.5
58,1037,3,977942267,0.5
58,1041,3,977937973,0.5
58,1060,4,977938544,0.75
58,1073,4,977938425,0.75
58,1080,4,977937420,0.75
58,1089,5,977936827,1.0
58,1090,5,977937696,1.0
58,1097,4,977938976,0.75
58,1101,4,977936113,0.75
58,1103,5,977937165,1.0
58,1120,4,977940307,0.75
58,1124,3,977941523,0.5
58,1125,4,977941331,0.75
58,1127,4,977935216,0.75
58,1129,5,977935606,1.0
58,1136,5,977937308,1.0
58,1175,5,977934190,1.0
58,1185,5,977937134,1.0
58,1186,4,977940336,0.75
58,1193,5,977933866,1.0
58,1196,4,977934987,0.75
58,1197,5,977935034,1.0
58,1198,5,977935034,1.0
58,1199,5,977934627,1.0
58,1200,5,977935076,1.0
58,1204,5,977936561,1.0
58,1205,4,977936364,0.75
58,1206,5,977936953,1.0
58,1208,5,977934375,1.0
58,1210,5,977941023,1.0
58,1213,5,977937340,1.0
58,1214,5,977935034,1.0
58,1215,4,977935263,0.75
58,1217,5,977936872,1.0
58,1219,5,977936803,1.0
58,1220,4,977938595,0.75
58,1221,4,977933811,0.75
58,1222,5,977937165,1.0
58,1224,4,977937275,0.75
58,1225,5,977936561,1.0
58,1230,3,977937207,0.5
58,1231,5,977937515,1.0
58,1235,5,977936651,1.0
58,1240,5,977935034,1.0
58,1242,5,977937515,1.0
58,1246,4,977939040,0.75
58,1247,4,977936622,0.75
58,1249,5,977937308,1.0
58,1250,5,977936590,1.0
58,1253,4,977938544,0.75
58,1258,5,977936749,1.0
58,1259,3,977938792,0.5
58,1261,5,977935216,1.0
58,1264,4,977934987,0.75
58,1267,5,977936716,1.0
58,1268,3,977941276,0.5
58,1270,4,977938029,0.75
58,1274,5,977937420,1.0
58,1275,4,977935370,0.75
58,1282,5,977937809,1.0
58,1285,4,977938392,0.75
58,1287,4,977935138,0.75
58,1288,5,977937165,1.0
58,1291,3,977935323,0.5
58,1294,4,977936648,0.75
58,1295,4,977938976,0.75
58,1298,4,977938756,0.75
58,1301,5,977940379,1.0
58,1304,4,977935034,0.75
58,1307,4,977938392,0.75
58,1311,1,977936528,0.0
58,1320,3,977936083,0.5
58,1321,5,977937696,1.0
58,1333,5,977937515,1.0
58,1350,3,977938731,0.5
58,1356,4,977935414,0.75
58,1358,5,977937242,1.0
58,1370,3,977935859,0.5
58,1371,5,977936326,1.0
58,1372,2,977935918,0.25
58,1373,2,977942267,0.25
58,1374,5,977935475,1.0
58,1375,3,977942063,0.5
58,1376,2,977935776,0.25
58,1377,4,977935918,0.75
58,1378,3,977936083,0.5
58,1387,4,977935106,0.75
58,1391,4,977936249,0.75
58,1393,3,977940995,0.5
58,1394,5,977936827,1.0
58,1396,4,977941973,0.75
58,1408,5,977935370,1.0
58,1411,5,977937275,1.0
58,1466,4,977941125,0.75
58,1500,4,977939004,0.75
58,1517,5,977938890,1.0
58,1527,4,977935918,0.75
58,1544,3,977942240,0.5
58,1552,1,977936000,0.0
58,1573,3,977935414,0.5
58,1580,5,977935776,1.0
58,1584,3,977941845,0.5
58,1586,3,977936040,0.5
58,1587,5,977936000,1.0
58,1590,4,977936275,0.75
58,1591,3,977942362,0.5
58,1597,4,977936083,0.75
58,1603,2,977942193,0.25
58,1610,4,977938315,0.75
58,1617,5,977936622,1.0
58,1639,4,977938792,0.75
58,1641,4,977938792,0.75
58,1653,3,977941890,0.5
58,1663,5,977938939,1.0
58,1674,3,977939100,0.5
58,1676,5,977934904,1.0
58,1682,4,977938362,0.75
58,1690,4,977936364,0.75
58,1694,4,977937591,0.75
58,1747,4,977941023,0.75
58,1748,5,977934237,1.0
58,1760,1,977933866,0.0
58,1779,3,977942267,0.5
58,1801,2,977936326,0.25
58,1831,3,977942296,0.5
58,1862,3,977942431,0.5
58,1873,5,977937368,1.0
58,1882,3,977942400,0.5
58,1883,3,977941691,0.5
58,1909,4,977941967,0.75
58,1918,3,977936326,0.5
58,1921,5,977938209,1.0
58,1923,5,977938544,1.0
58,1954,4,977941125,0.75
58,1955,3,977938460,0.5
58,1960,5,977937720,1.0
58,1961,3,977938668,0.5
58,1965,5,977934423,1.0
58,1968,5,977937973,1.0
58,1982,4,977938460,0.75
58,1994,4,977938792,0.75
58,1997,4,977938113,0.75
58,2000,4,977935323,0.75
58,2001,4,977935859,0.75
58,2002,3,977936249,0.5
58,2005,3,977941081,0.5
58,2006,5,977935475,1.0
58,2010,5,977937207,1.0
58,2011,4,977942000,0.75
58,2012,3,977942104,0.5
58,2018,5,977938159,1.0
58,2019,4,977934987,0.75
58,2020,5,977937618,1.0
58,2021,4,977934328,0.75
58,2025,4,977941054,0.75
58,2028,5,977935034,1.0
58,2034,5,977942193,1.0
58,2038,3,977942193,0.5
58,2054,4,977942104,0.75
58,2057,4,977941185,0.75
58,2064,4,977936872,0.75
58,2076,5,977938362,1.0
58,2078,5,977941185,1.0
58,2085,3,977940490,0.5
58,2089,3,977941734,0.5
58,2094,4,977936113,0.75
58,2105,5,977941967,1.0
58,2115,4,977935606,0.75
58,2116,4,977941890,0.75
58,2117,4,977941845,0.75
58,2118,4,977941691,0.75
58,2124,4,977941553,0.75
58,2137,4,977938976,0.75
58,2139,4,977940446,0.75
58,2140,5,977941845,1.0
58,2144,3,977939004,0.5
58,2174,5,977937747,1.0
58,2176,4,977938869,0.75
58,2184,4,977938362,0.75
58,2193,4,977935776,0.75
58,2194,4,977935106,0.75
58,2288,4,977935106,0.75
58,2291,5,977938544,1.0
58,2300,4,977937275,0.75
58,2311,5,977942063,1.0
58,2313,5,977937973,1.0
58,2315,2,977933811,0.25
58,2321,4,977938939,0.75
58,2324,5,977937067,1.0
58,2329,5,977939040,1.0
58,2333,5,977940916,1.0
58,2336,5,977938976,1.0
58,2348,4,977936464,0.75
58,2359,4,977939040,0.75
58,2363,4,977935263,0.75
58,2364,4,977942104,0.75
58,2365,4,977935958,0.75
58,2366,4,977935216,0.75
58,2384,3,977938869,0.5
58,2393,3,977936146,0.5
58,2395,5,977938260,1.0
58,2396,5,977936980,1.0
58,2402,3,977936210,0.5
58,2405,2,977936146,0.25
58,2406,3,977935776,0.5
58,2407,4,977941967,0.75
58,2408,2,977942329,0.25
58,2409,3,977936113,0.5
58,2410,3,977936249,0.5
58,2450,3,977942296,0.5
58,2454,5,977942000,1.0
58,2455,5,977938731,1.0
58,2456,2,977942362,0.25
58,2463,4,977940969,0.75
58,2467,4,977937696,0.75
58,2527,4,977935776,0.75
58,2528,4,977942000,0.75
58,2529,5,977935263,1.0
58,2530,2,977942156,0.25
58,2531,3,977942240,0.5
58,2532,2,977936000,0.25
58,2533,3,977936146,0.5
58,2571,5,977937781,1.0
58,2580,4,977938159,0.75
58,2613,4,977942156,0.75
58,2615,3,977942240,0.5
58,2617,4,977936040,0.75
58,2628,4,977935606,0.75
58,2640,4,977942000,0.75
58,2641,3,977935958,0.5
58,2642,2,977942329,0.25
58,2643,1,977942431,0.0
58,2644,3,977938544,0.5
58,2657,4,977942030,0.75
58,2662,5,977935606,1.0
58,2668,4,977942193,0.75
58,2692,5,977935034,1.0
58,2701,3,977942362,0.5
58,2706,4,977941081,0.75
58,2716,4,977938460,0.75
58,2725,5,977938086,1.0
58,2728,4,977937591,0.75
58,2734,3,977941523,0.5
58,2735,3,977936275,0.5
58,2744,4,977937105,0.75
58,2746,4,977933812,0.75
58,2762,5,977937472,1.0
58,2791,5,977938976,1.0
58,2795,4,977940995,0.75
58,2804,5,977936648,1.0
58,2807,1,977942466,0.0
58,2808,1,977942362,0.0
58,2826,5,977935958,1.0
58,2846,3,977941553,0.5
58,2857,4,977938460,0.75
58,2858,4,977936622,0.75
58,2867,4,977940406,0.75
58,2871,3,977938113,0.5
58,2872,5,977935170,1.0
58,2890,5,977937932,1.0
58,2891,5,977941600,1.0
58,2912,5,977935170,1.0
58,2915,4,977940336,0.75
58,2916,3,977938821,0.5
58,2918,5,977938425,1.0
58,2919,4,977938055,0.75
58,2944,4,977935106,0.75
58,2947,4,977935034,0.75
58,2948,4,977935216,0.75
58,2949,4,977935138,0.75
58,2959,5,977938792,1.0
58,2968,5,977934293,1.0
58,2985,5,977935606,1.0
58,2986,4,977942329,0.75
58,2989,4,977935475,0.75
58,2991,4,977935515,0.75
58,2993,4,977935370,0.75
58,2997,5,977937036,1.0
58,3019,4,977937932,0.75
58,3024,2,977942329,0.25
58,3033,4,977942193,0.75
58,3039,4,977940969,0.75
58,3060,4,977940379,0.75
58,3070,5,977942030,1.0
58,3072,4,977940916,0.75
58,3083,4,977936930,0.75
58,3088,3,977938460,0.5
58,3098,5,977937696,1.0
58,3101,4,977941364,0.75
58,3107,3,977936040,0.5
58,3108,4,977940341,0.75
58,3114,5,977936872,1.0
58,3148,5,977941276,1.0
58,3153,4,977935475,0.75
58,3160,5,977937207,1.0
58,3175,4,977941890,0.75
58,3176,4,977941493,0.75
58,3198,5,977938184,1.0
58,3210,4,977941214,0.75
58,3246,4,977938113,0.75
58,3260,4,977939100,0.75
58,3269,2,977942104,0.25
58,3274,3,977936173,0.5
58,3328,5,977933866,1.0
58,3404,4,977936249,0.75
58,3418,4,977935138,0.75
58,3438,3,977936210,0.5
58,3448,3,977941493,0.5
58,3451,5,977936749,1.0
58,3471,5,977937547,1.0
58,3476,4,977940969,0.75
58,3481,5,977938622,1.0
58,3499,3,977939066,0.5
58,3526,4,977940379,0.75
58,3527,5,977935606,1.0
58,3552,5,977938622,1.0
58,3578,5,977935170,1.0
58,3593,1,977942466,0.0
58,3635,4,977935216,0.75
58,3639,4,977935414,0.75
58,3654,4,977934987,0.75
58,3660,2,977942240,0.25
58,3663,1,977942431,0.0
58,3664,1,977942431,0.0
58,3671,5,977937932,1.0
58,3697,3,977942104,0.5
58,3698,2,977942156,0.25
58,3699,4,977941890,0.75
58,3700,3,977938731,0.5
58,3702,5,977935138,1.0
58,3703,5,977935076,1.0
58,3704,3,977942063,0.5
58,3723,4,977940379,0.75
58,3740,4,977935811,0.75
58,3751,5,977937618,1.0
58,3755,5,977936083,1.0
58,3802,2,977942362,0.25
58,3826,3,977942156,0.5
58,3835,2,977933866,0.25
58,3864,3,977936249,0.5
58,3868,5,977941054,1.0
58,3893,4,977941523,0.75
58,3923,3,977942156,0.5
58,3927,4,977938668,0.75
58,3937,3,977942156,0.5
58,3948,4,977941493,0.75
83,2,3,977721051,0.5
83,60,5,977721051,1.0
83,223,3,977719035,0.5
83,247,4,977720825,0.75
83,260,5,977720825,1.0
83,276,2,977717273,0.25
83,317,1,977721051,0.0
83,367,1,977720896,0.0
83,558,3,977721121,0.5
83,653,3,977720995,0.5
83,673,3,977721121,0.5
83,913,4,977719522,0.75
83,968,3,977719652,0.5
83,1073,4,977720825,0.75
83,1097,5,977720825,1.0
83,1127,4,977718696,0.75
83,1196,5,977717273,1.0
83,1270,5,977717335,1.0
83,1513,3,977719781,0.5
83,1573,4,977717273,0.75
83,1654,2,977721180,0.25
83,1702,3,977721180,0.5
83,1959,4,977719652,0.75
83,1967,5,977720995,1.0
83,2005,4,977720896,0.75
83,2013,2,977719708,0.25
83,2021,3,977720995,0.5
83,2054,1,977721051,0.0
83,2093,2,977719781,0.25
83,2100,3,977720896,0.5
83,2105,5,977720995,1.0
83,2138,5,977720896,1.0
83,2140,5,977720896,1.0
83,2143,5,977720995,1.0
83,2161,5,977720896,1.0
83,2162,3,977721218,0.5
83,2174,4,977720825,0.75
83,2193,5,977720896,1.0
83,2336,5,977719167,1.0
83,2355,4,977718947,0.75
83,2369,2,977719113,0.25
83,2390,5,977719448,1.0
83,2394,3,977719708,0.5
83,2396,5,977719863,1.0
83,2424,4,977717335,0.75
83,2453,4,977720995,0.75
83,2502,5,977719652,1.0
83,2519,1,977717273,0.0
83,2541,4,977719035,0.75
83,2546,3,977719113,0.5
83,2581,1,977719581,0.0
83,2622,5,977719581,1.0
83,2628,5,977720995,1.0
83,2629,5,977719522,1.0
83,2683,2,977718763,0.25
83,2688,3,977719302,0.5
83,2690,3,977719397,0.5
83,2692,5,977719781,1.0
83,2694,1,977718854,0.0
83,2699,1,977718763,0.0
83,2700,2,977719952,0.25
83,2701,1,977720064,0.0
83,2710,4,977718854,0.75
83,2712,1,977719238,0.0
83,2716,5,977719302,1.0
83,2723,1,977719581,0.0
83,2724,5,977719863,1.0
83,2734,4,977719581,0.75
83,2762,5,977719863,1.0
83,2763,5,977720011,1.0
83,2797,5,977720825,1.0
83,2858,2,977718696,0.25
83,2861,5,977719238,1.0
83,2872,4,977720825,0.75
83,2881,3,977719113,0.5
83,2948,5,977717335,1.0
83,2959,5,977719238,1.0
83,2961,5,977719952,1.0
83,2968,4,977720825,0.75
83,2975,4,977718854,0.75
83,2987,5,977720064,1.0
83,2995,2,977719397,0.25
83,3081,2,977719863,0.25
83,3114,3,977720012,0.5
83,3155,5,977718763,1.0
83,3159,5,977719238,1.0
83,3174,4,977719522,0.75
83,3175,5,977719302,1.0
83,3176,2,977719952,0.25
83,3408,5,977719167,1.0
83,3479,5,977720825,1.0
83,3489,2,977721051,0.25
83,3534,3,977718696,0.5
83,3555,4,977720529,0.75
83,3578,4,977719302,0.75
83,3744,3,977720656,0.5
83,3755,3,977720656,0.5
83,3798,4,977720012,0.75
83,3877,1,977721218,0.0
107,111,3,977533227,0.5
107,260,5,977533998,1.0
107,318,4,977533343,0.75
107,541,4,977533227,0.75
107,593,5,977533747,1.0
107,594,4,977533377,0.75
107,608,3,977533107,0.5
107,750,4,977533107,0.75
107,858,4,977533009,0.75
107,861,3,977534501,0.5
107,899,4,977533425,0.75
107,908,4,977533377,0.75
107,910,4,977534127,0.75
107,912,5,977533227,1.0
107,913,5,977533472,1.0
107,916,3,977534291,0.5
107,919,5,977533343,1.0
107,920,5,977534205,1.0
107,923,5,977533316,1.0
107,924,5,977533998,1.0
107,929,4,977534530,0.75
107,933,4,977534645,0.75
107,947,3,977532581,0.5
107,949,3,977534670,0.5
107,950,4,977533949,0.75
107,951,4,977534291,0.75
107,960,4,977534205,0.75
107,969,4,977534053,0.75
107,1029,4,977534587,0.75
107,1035,3,977534738,0.5
107,1079,4,977532223,0.75
107,1084,4,977534587,0.75
107,1086,4,977534291,0.75
